572;Vleklı zánìt tenkého støeva a vøedovitı zánìt tlustého støeva;36;5;-;-;-;-;-;2;1;1;5;4;6;10;2;-;"";"";"";"";"";"";""
573;Poruchy èinnosti støev;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
574;Øitní trhliny;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
575;Hlíza krajiny øitní a koneèníkové;69;-;2;-;1;-;2;1;2;5;5;15;15;19;2;-;"";"";"";"";"";"";""
576;Zánìt pobøišnice;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
577;Pobøišnicové srùsty;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
578;Jiné nemoci støev a pobøišnice;20;2;-;1;-;-;-;-;-;1;-;1;4;9;2;-;"";"";"";"";"";"";""
580;Prudká a subakutní atrofie jater;28;1;-;-;-;1;-;-;-;3;3;8;9;3;-;-;"";"";"";"";"";"";""
581;Jaterní cirrhosa;407;-;-;-;-;-;2;1;7;9;57;98;139;88;6;-;"";"";"";"";"";"";""
582;Hnisavı zánìt jater a jaterní hlíza;10;-;-;-;-;-;-;1;1;1;2;-;2;3;-;-;"";"";"";"";"";"";""
583;Jiné nemoci jater;29;1;-;-;-;-;-;-;2;4;4;7;5;5;1;-;"";"";"";"";"";"";""
584;luèové kaménky;202;-;-;-;-;-;-;1;4;4;15;42;76;49;11;-;"";"";"";"";"";"";""
585;Zánìt luèníku bez zmínky o kaméncích;114;-;-;-;-;-;-;-;1;1;5;21;46;28;12;-;"";"";"";"";"";"";""
586;Jiné nemoci luèníku a luèovıch cest;28;-;-;-;-;-;-;-;-;-;2;5;9;8;4;-;"";"";"";"";"";"";""
587;Nemoci slinivky bøišní;46;1;-;-;-;-;1;-;3;2;10;8;15;5;1;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
X;Nemoci ústrojí moèového a pohlavního;572;3;-;1;1;-;10;16;29;28;87;137;148;95;17;-;"";"";"";"";"";"";""
590;Prudkı zánìt ledvin;12;1;-;-;-;-;-;-;-;1;1;4;3;2;-;-;"";"";"";"";"";"";""
591;Zánìt ledvin s otoky;11;-;-;-;-;-;1;-;-;1;1;4;1;3;-;-;"";"";"";"";"";"";""
592;Vleklı zánìt ledvin;234;-;-;-;-;-;5;9;17;18;44;46;61;26;8;-;"";"";"";"";"";"";""
593;Zánìt ledvin, neurèenı jako prudkı nebo vleklı;11;-;-;-;-;-;-;-;-;-;1;4;3;3;-;-;"";"";"";"";"";"";""
594;Jiné ledvinové sklerosy;32;-;-;-;-;-;-;-;2;-;4;6;10;8;2;-;"";"";"";"";"";"";""
600;Infekce ledvin;141;2;-;1;1;-;4;2;4;5;17;38;33;30;4;-;"";"";"";"";"";"";""
601;Hydronefrosa;6;-;-;-;-;-;-;-;-;-;2;1;3;-;-;-;"";"";"";"";"";"";""
602;Kaménky v ledvinì a v moèovodu;68;-;-;-;-;-;-;2;4;2;10;18;18;14;-;-;"";"";"";"";"";"";""
603;Jiné nemoci ledvin a moèovodù;22;-;-;-;-;-;-;1;-;1;1;9;7;2;1;-;"";"";"";"";"";"";""
604;Kaménky v jinıch èástech ústrojí moèového;3;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;"";"";"";"";"";"";""
605;Zánìt mìchıøe moèového;13;-;-;-;-;-;-;-;-;-;-;2;6;5;-;-;"";"";"";"";"";"";""
606;Jiné nemoci mìchıøe moèového;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
607;Zánìt roury moèové;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
608;Zúení roury moèové;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
609;Jiné nemoci roury moèové;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
610;Zbytnìní lázy pøedstrojné;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;"";"";"";"";"";"";""
611;Zánìt lázy pøedstojné;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;"";"";"";"";"";"";""
612;Jiné nemoci lázy pøedstojné;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;"";"";"";"";"";"";""
613;Vodní kıla;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;"";"";"";"";"";"";""
614;Zánìt varlat a nadvarlat;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;"";"";"";"";"";"";""
615;Fimosa a parafimosa;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;"";"";"";"";"";"";""
617;Jiné nemoci muskıch pohlavních orgánù;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;"";"";"";"";"";"";""
620;Vleklá cystická onemocnìní prsù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
621;Jiné nemoci prsù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
622;Prudkı zánìt vejcovodù a vajeèníkù;2;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;"";"";"";"";"";"";""
623;Vleklı zánìt vejcovodù a vajeèníkù;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;"";"";"";"";"";"";""
624;Zánìt vejcovodù a vajeèníkù blíe neurèenı;3;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;"";"";"";"";"";"";""
625;Jiné nemoci vejcovodù a vajeèníkù;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;"";"";"";"";"";"";""
626;Nemoci parametria a pánevní pobøišnice;2;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;"";"";"";"";"";"";""
630;Zánìtlivá onemocnìní dìlohy,pochvy, hrmy;3;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;"";"";"";"";"";"";""
631;Vıhøez dìlohy a pochvy;3;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;"";"";"";"";"";"";""
632;Úchylky v poloze dìlohy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
633;Jiné nemoci dìlohy;2;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;"";"";"";"";"";"";""
634;Poruchy menstruace;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
635;Pøíznaky pøechodu;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
637;Jiné nemoci enskıch pohlavních orgánù;2;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
XI;Porody, komplikace v tìhotenství, pøi porodu a v šestinedìlí;76;-;-;-;-;-;-;24;36;16;-;-;-;-;-;-;"";"";"";"";"";"";""
640;Pyelitis a pyelonephritis v tìhotenství;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
641;Jiná zánìtlivá onemocnìní moèového a pohlavního ústrojí;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
642;Toxikosy v tìhotenství;8;-;-;-;-;-;-;3;4;1;-;-;-;-;-;-;"";"";"";"";"";"";""
643;Vcestné lùko;2;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;"";"";"";"";"";"";""
644;Jiná krvácení za tìhotenství;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
645;Mimodìloní tìhotenství;4;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;"";"";"";"";"";"";""
646;Chudokrevnost tìhotenská;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
647;Tìhotenství se špatnou polohou plodu v dìloze;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
648;Jiné komplikace vznikající tìhotenstvím;8;-;-;-;-;-;-;4;3;1;-;-;-;-;-;-;"";"";"";"";"";"";""
649;Tìhotenství spojené s jinımi stavy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
650;Potrat bez zmínky o sepsi nebo toxaemii;12;-;-;-;-;-;-;2;7;3;-;-;-;-;-;-;"";"";"";"";"";"";""
651;Septickı potrat;10;-;-;-;-;-;-;3;6;1;-;-;-;-;-;-;"";"";"";"";"";"";""
652;Potrat s toxaemií bez zmínky o sepsi;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
660;Porod bez komlikací;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
670;Porod komplikovanı vcestnım lùkem nebo pøedporodním krvácením;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;"";"";"";"";"";"";""
671;Porod komplikovanı zadrenım lùkem;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
672;Porod komplikovanı jinım poporodním krvácením;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;"";"";"";"";"";"";""
673;Porod komplikovanı nenormálnostmi kostry pánevní;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
674;Porod komplikovanı neúmìrností nebo špatnou polohou plodu;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;"";"";"";"";"";"";""
675;Porod komplikovanı prodlouením jiného pùvodu;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
676;Porod s poranìním hráze bez zmínky o jiném poranìní;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
677;Porod s jinımi poranìními;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
678;Porod s jinımi komplikacemi;7;-;-;-;-;-;-;3;1;3;-;-;-;-;-;-;"";"";"";"";"";"";""
680;Infekce moèovıch cest v šestinedìlí bez jiné sepse;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
681;Sepse pøi porodu a v šestinedìlí;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;"";"";"";"";"";"";""
682;Zánìt il a záha v šestinedìlí;2;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;"";"";"";"";"";"";""
683;Horeèka neznámého pùvodu v šestinedìlí;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
684;Plicní vmetek v šestinedìlí;6;-;-;-;-;-;-;2;2;2;-;-;-;-;-;-;"";"";"";"";"";"";""
685;Køeèe v šestinedìlí;2;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;"";"";"";"";"";"";""
686;Jiné formy toxaemie v šestinedìlí;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
687;Mozkové krvácení v šestinedìlí;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
688;Jiné a blíe neoznaèené komplikace v šestinedìlí;9;-;-;-;-;-;-;4;3;2;-;-;-;-;-;-;"";"";"";"";"";"";""
689;Zánìt prsù a jiné poruchy laktace;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
XII;Nemoci koní;52;6;2;-;-;-;1;1;-;1;6;12;6;8;9;-;"";"";"";"";"";"";""
690;Furunkl a karbunkl;10;3;-;-;-;-;-;-;-;-;2;2;1;-;2;-;"";"";"";"";"";"";""
691;Zánìt podkoního vaziva prstù ruky a nohy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
692;Jinı zánìt a hlízy podkoního vaziva bez zmínky o zánìtu mízních cév;13;2;-;-;-;-;-;-;-;1;-;3;3;1;3;-;"";"";"";"";"";"";""
693;Jinı zánìt podkoního vaziva se zánìtem mízních cév;2;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;"";"";"";"";"";"";""
694;Prudkı zánìt mízních uzlin;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
695;Impetigo contagiosa;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
696;Nakalivá verruca;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
697;Molluscum contagiosum;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
698;Jiné místní infekce kùe a podkoního vaziva;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;"";"";"";"";"";"";""
700;Seboroickı zánìt kùe;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
701;Ekzém;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
702;Zánìt kùe z povolání;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
703;Jinı zánìt kùe;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
704;Pemfigus;6;-;-;-;-;-;-;-;-;-;1;1;-;3;1;-;"";"";"";"";"";"";""
705;Erythemové afekce;3;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;"";"";"";"";"";"";""
706;Lupénka a podobné stavy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
707;Lichen planus;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
708;Svìdivka a sdruené stavy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
709;Kuøí oko a mozol;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
710;Jiné hypertrofické stavy kùe;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;"";"";"";"";"";"";""
711;Jiné dermatosy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
712;Nemoci nehtù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
713;Nemoci vlasù a váèkù vlasovıch;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
714;Nemoci potních a mazovıch láz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
715;Vleklı vøed koní;12;-;-;-;-;-;-;-;-;-;-;3;2;4;3;-;"";"";"";"";"";"";""
716;Jiné nemoci kùe;2;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
XIII;Nemoci kostí a pohybového ústrojí;107;4;-;-;1;-;-;-;1;3;12;18;26;31;11;-;"";"";"";"";"";"";""
720;Prudkı zánìt kloubù zpùsobenı pyogenními koky;2;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;"";"";"";"";"";"";""
721;Prudkı zánìt kloubù pùvodu nepyogenního;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;"";"";"";"";"";"";""
722;Reumatoidní zánìt kloubù a sdruené stavy;53;-;-;-;-;-;-;-;-;1;7;11;17;14;3;-;"";"";"";"";"";"";""
723;Osteoarthritis (arthrosis) a sdruené stavy;10;-;-;-;-;-;-;-;-;-;1;-;3;4;2;-;"";"";"";"";"";"";""
724;Jiné urèité druhy zánìtù kloubních;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
725;Zánìt kloubù blíe neurèenı;2;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;"";"";"";"";"";"";""
726;Svalovı reumatismus;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;"";"";"";"";"";"";""
727;Reumatismus blíe neurèenı;12;-;-;-;-;-;-;-;-;-;-;2;-;7;3;-;"";"";"";"";"";"";""
730;Zánìt døenì kostní a okostice;10;2;-;-;-;-;-;-;-;-;2;2;2;1;1;-;"";"";"";"";"";"";""
731;Pagetova nemoc kostní;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
732;Osteochondrosis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
733;Jiné nemoci kostí;4;-;-;-;-;-;-;-;-;-;-;1;2;1;-;-;"";"";"";"";"";"";""
734;Vnitøní poruchy kolenního kloubu;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
735;Vıhøez meziobratlové ploténky;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
736;Vady ve skloubení kosti pánevní s kostí køíovou;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
737;Nehybnost kloubù;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;"";"";"";"";"";"";""
738;Jiné nemoci kloubù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
740;Otlaèenina;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
741;Synovitis,bursitis a tenosynovitis bez zmínky o pùvodu z povolání;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;"";"";"";"";"";"";""
742;Synovitis,bursitis a tenosynovitis zpùsobené povoláním;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
743;Zánìt svalù a jiná zánìtlivá onemocnìní šlach a povázek;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
744;Jiná onemocnìní svalù, povázek a šlach;4;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;"";"";"";"";"";"";""
745;Zkøivení páteøe;4;-;-;-;-;-;-;-;-;2;1;-;1;-;-;-;"";"";"";"";"";"";""
746;Plochá noha;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
747;Vboèení a vyboèení palce nohy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
748;Pes aquinovarus;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
749;Jiné deformity;2;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
XIV;Vrozené vady vıvojové;345;282;22;12;8;2;12;3;4;-;-;-;-;-;-;-;"";"";"";"";"";"";""
750;Zrùdy;18;17;-;1;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
751;Rozštìp páteøe a omozeènicová kıla;33;30;1;-;1;1;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
752;Vrozená vodnatelnost mozku;28;16;5;3;2;-;-;1;1;-;-;-;-;-;-;-;"";"";"";"";"";"";""
753;Jiné vrozené vıvojové vady soustvy nervové a smyslovıch orgánù;18;7;3;4;1;-;2;-;1;-;-;-;-;-;-;-;"";"";"";"";"";"";""
754;Vrozená vıvojová vada ústrojí cevního;157;128;11;3;3;1;8;2;1;-;-;-;-;-;-;-;"";"";"";"";"";"";""
755;Rozstìp patra a rtu;6;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
756;Vrozená vıvojová vady ústrojí trávicího;47;47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
757;Vrozená vıvojová vada ústrojí moèového a pohlavního;11;10;-;-;-;-;1;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
758;Vrozená vıvojová vada kostí a kloubù;11;10;-;-;-;-;-;-;1;-;-;-;-;-;-;-;"";"";"";"";"";"";""
759;Jiné a blíe neurèené vrozené vady vıvojové, nejsou-li zaøazeny jinde;16;12;2;-;1;-;1;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
XV;Zvláštní nemoci raného vìku;597;597;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
760;Poranìní nitrolební  a míšní pøi porodu;156;156;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
761;Jiná poranìní pøi porodu;28;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
762;Asfyxie a bezvzdušnost plic novorozencù;203;203;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
763;Zánìt plic novorozencù;107;107;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
764;Prùjem novorozencù;36;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
765;Zánìt oka novorozencù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
766;Puchıøina novorozencù;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
767;Pupeèníková sepse;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
768;Jiné sepse novorozencù;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
769;Poruchy u novorozencù vznikající z mateøské toxaemie;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
770;Haemolytická nemoc novorozencù;16;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
771;Krvácivost novorozencù;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
772;poruchy vıivy;4;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
773;Blíe neurèené nemoci novorozencù;17;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
774;Nedonošenost se zmínkou o kterémkoli jiném následném stavu;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
775;Nedonošenost jakoto následek jiné pøíèiny;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
776;Nedonošenost blíe neurèená;9;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
XVI;Chorobné pøíznaky,staøecká sešlost a nedefinovatelné stavy;1 856;5;1;-;-;-;-;2;4;5;22;38;193;826;760;-;"";"";"";"";"";"";""
780;Chorobné pøíznaky soustavy nervové a èidel;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
781;Jiné chorobné pøíznaky soustavy nervové a èidel;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;"";"";"";"";"";"";""
782;Chorobné pøíznaky ústrojí cevního;237;-;1;-;-;-;-;-;3;5;17;24;64;83;40;-;"";"";"";"";"";"";""
783;Chorobné pøíznaky ústrojí dıchacího;4;-;-;-;-;-;-;-;-;-;1;-;1;2;-;-;"";"";"";"";"";"";""
784;Chorobné pøíznaky horní èásti ústrojí trávicího;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;"";"";"";"";"";"";""
785;Chorobné pøíznaky bøicha a dolní èásti ústrojí trávicího;5;-;-;-;-;-;-;1;-;-;1;-;1;2;-;-;"";"";"";"";"";"";""
786;Chorobné pøíznaky ústrojí pohlavního a moèového;3;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;"";"";"";"";"";"";""
787;Chorobné pøíznaky konèetin a zad;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;"";"";"";"";"";"";""
788;Jiné celkové chorobné pøíznaky;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;"";"";"";"";"";"";""
789;Pathologickı obsah v moèi;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
790;Nervosita a asthenie, deprese;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
791;Bolest hlavy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
792;Uraemie blíe neurèená;7;1;-;-;-;-;-;-;-;-;1;1;-;3;1;-;"";"";"";"";"";"";""
793;Pozorování bez potøeby další lékaøské péèe;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;"";"";"";"";"";"";""
794;Staøecká sešlost bez zmínky o psychose;1 584;-;-;-;-;-;-;-;-;-;-;10;122;734;718;-;"";"";"";"";"";"";""
795;Nepøesné nebo neznámé pøíèiny nemocí a úmrtí;11;4;-;-;-;-;-;1;-;-;-;2;2;1;1;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
NXVII;Úrazy a otravy podle druhu poranìní;2 142;89;48;14;20;11;73;111;113;129;274;260;360;472;168;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";Zlomeniny lebky, páteøe a kostí trupu;302;4;5;2;5;1;25;23;24;29;51;36;51;39;7;-;"";"";"";"";"";"";""
N 800;Zlomenina klenby lebeèní;25;1;-;-;1;-;3;3;2;2;2;5;2;4;-;-;"";"";"";"";"";"";""
N 801;Zlomenina spodiny lebeèní;79;1;3;-;-;-;11;10;7;6;10;10;15;6;-;-;"";"";"";"";"";"";""
N 802;Zlomenina oblièejovıch kostí;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;"";"";"";"";"";"";""
N 803;Jiná nebo neurèená zlomenina lebky;29;2;1;2;1;-;5;2;2;3;2;1;5;3;-;-;"";"";"";"";"";"";""
N 804;Zlomenmina lebky nebo kostí oblièe- jovıch sdruená se zlomeninou jinıch kostí;34;-;-;-;-;-;2;4;3;5;11;2;4;2;1;-;"";"";"";"";"";"";""
N 805;Zlomenina a zlomeninové dislokace páteøe bez zmínky o poranìní míchy;28;-;-;-;-;-;-;-;2;4;5;6;8;3;-;-;"";"";"";"";"";"";""
N 806;Zlomenina a zlomeninové dislokace páteøe a poranìní míchy;22;-;1;-;1;-;1;2;2;3;6;3;1;2;-;-;"";"";"";"";"";"";""
N 807;Zlomeniny ebra (eber) a hrudní kosti;40;-;-;-;1;1;1;1;1;2;7;6;8;9;3;-;"";"";"";"";"";"";""
N 808;Zlomenina pánve;33;-;-;-;1;-;1;1;2;4;4;2;7;8;3;-;"";"";"";"";"";"";""
N 809;Mnohoèetné a blíe neoznaèené zlomeniny kostí trupu;11;-;-;-;-;-;1;-;3;-;4;1;1;1;-;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";Zlomeniny hrudní konèetiny;29;-;-;1;-;-;-;1;1;-;-;2;8;9;7;-;"";"";"";"";"";"";""
N 810;Zlomenina kosti klíèní;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 812;Zlomenina kosti paní;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 813;Zlomenina kosti vøetenní a kosti loketní;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
