572;Vleklı zánìt tenkého støeva a vøedovitı zánìt tlustého støeva;52;7;1;1;-;-;1;-;1;4;4;6;13;10;4;-;"";"";"";"";"";"";""
573;Poruchy èinnosti støev;2;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;"";"";"";"";"";"";""
574;Øitní trhliny;2;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;"";"";"";"";"";"";""
575;Hlíza krajiny øitní a koneèníkové;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;"";"";"";"";"";"";""
576;Zánìt pobøišnice;46;1;1;-;-;-;-;1;1;1;6;7;19;6;3;-;"";"";"";"";"";"";""
577;Pobøišnicové srùsty;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
578;Jiné nemoci støev a pobøišnice;24;5;1;-;1;-;1;1;-;-;-;1;8;6;-;-;"";"";"";"";"";"";""
580;Prudká a subakutní atrofie jater;31;1;-;-;-;-;1;1;3;1;4;11;4;5;-;-;"";"";"";"";"";"";""
581;Jaterní cirrhosa;318;3;1;-;-;-;2;2;8;4;49;83;87;64;15;-;"";"";"";"";"";"";""
582;Hnisavı zánìt jater a jaterní hlíza;3;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;"";"";"";"";"";"";""
583;Jiné nemoci jater;29;-;-;-;-;-;-;1;2;2;3;8;6;5;2;-;"";"";"";"";"";"";""
584;luèové kaménky;207;-;-;-;-;-;-;-;6;2;21;57;63;52;6;-;"";"";"";"";"";"";""
585;Zánìt luèníku bez zmínky o kaméncích;131;-;-;-;-;-;-;-;-;-;7;28;47;43;6;-;"";"";"";"";"";"";""
586;Jiné nemoci luèníku a luèovıch cest;26;-;-;-;-;-;-;-;-;-;1;7;10;7;1;-;"";"";"";"";"";"";""
587;Nemoci slinivky bøišní;59;-;-;-;-;-;-;-;1;2;13;17;15;10;1;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
X;Nemoci ústrojí moèového a pohlavního;607;3;1;2;1;-;10;17;23;31;78;156;176;87;22;-;"";"";"";"";"";"";""
590;Prudkı zánìt ledvin;12;1;-;1;1;-;-;1;-;-;3;3;2;-;-;-;"";"";"";"";"";"";""
591;Zánìt ledvin s otoky;8;-;-;-;-;-;-;-;2;-;3;1;2;-;-;-;"";"";"";"";"";"";""
592;Vleklı zánìt ledvin;245;-;-;-;-;-;5;10;13;14;35;67;66;28;7;-;"";"";"";"";"";"";""
593;Zánìt ledvin, neurèenı jako prudkı nebo vleklı;11;-;-;-;-;-;1;2;1;-;2;-;4;1;-;-;"";"";"";"";"";"";""
594;Jiné ledvinové sklerosy;70;-;1;-;-;-;1;-;1;2;7;17;22;15;4;-;"";"";"";"";"";"";""
600;Infekce ledvin;154;2;-;1;-;-;1;3;4;8;18;38;46;24;9;-;"";"";"";"";"";"";""
601;Hydronefrosa;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;"";"";"";"";"";"";""
602;Kaménky v ledvinì a v moèovodu;59;-;-;-;-;-;1;1;1;1;7;18;18;12;-;-;"";"";"";"";"";"";""
603;Jiné nemoci ledvin a moèovodù;11;-;-;-;-;-;1;-;-;2;2;3;2;1;-;-;"";"";"";"";"";"";""
604;Kaménky v jinıch èástech ústrojí moèového;2;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;"";"";"";"";"";"";""
605;Zánìt mìchıøe moèového;11;-;-;-;-;-;-;-;1;-;-;1;6;3;-;-;"";"";"";"";"";"";""
606;Jiné nemoci mìchıøe moèového;4;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;"";"";"";"";"";"";""
607;Zánìt roury moèové;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
608;Zúení roury moèové;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
609;Jiné nemoci roury moèové;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
610;Zbytnìní lázy pøedstrojné;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;"";"";"";"";"";"";""
611;Zánìt lázy pøedstojné;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;"";"";"";"";"";"";""
612;Jiné nemoci lázy pøedstojné;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;"";"";"";"";"";"";""
613;Vodní kıla;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;"";"";"";"";"";"";""
614;Zánìt varlat a nadvarlat;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;"";"";"";"";"";"";""
615;Fimosa a parafimosa;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;"";"";"";"";"";"";""
617;Jiné nemoci muskıch pohlavních orgánù;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;"";"";"";"";"";"";""
620;Vleklá cystická onemocnìní prsù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
621;Jiné nemoci prsù;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;"";"";"";"";"";"";""
622;Prudkı zánìt vejcovodù a vajeèníkù;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;"";"";"";"";"";"";""
623;Vleklı zánìt vejcovodù a vajeèníkù;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;"";"";"";"";"";"";""
624;Zánìt vejcovodù a vajeèníkù blíe neurèenı;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
625;Jiné nemoci vejcovodù a vajeèníkù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
626;Nemoci parametria a pánevní pobøišnice;2;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;"";"";"";"";"";"";""
630;Zánìtlivá onemocnìní dìlohy,pochvy, hrmy;3;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;"";"";"";"";"";"";""
631;Vıhøez dìlohy a pochvy;5;-;-;-;-;-;-;-;-;1;-;1;1;1;1;-;"";"";"";"";"";"";""
632;Úchylky v poloze dìlohy;3;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;"";"";"";"";"";"";""
633;Jiné nemoci dìlohy;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;"";"";"";"";"";"";""
634;Poruchy menstruace;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
635;Pøíznaky pøechodu;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
637;Jiné nemoci enskıch pohlavních orgánù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
XI;Porody, komplikace v tìhotenství, pøi porodu a v šestinedìlí;61;-;-;-;-;-;-;17;33;11;-;-;-;-;-;-;"";"";"";"";"";"";""
640;Pyelitis a pyelonephritis v tìhotenství;2;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;"";"";"";"";"";"";""
641;Jiná zánìtlivá onemocnìní moèového a pohlavního ústrojí;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
642;Toxikosy v tìhotenství;7;-;-;-;-;-;-;3;3;1;-;-;-;-;-;-;"";"";"";"";"";"";""
643;Vcestné lùko;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;"";"";"";"";"";"";""
644;Jiná krvácení za tìhotenství;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
645;Mimodìloní tìhotenství;5;-;-;-;-;-;-;-;3;2;-;-;-;-;-;-;"";"";"";"";"";"";""
646;Chudokrevnost tìhotenská;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
647;Tìhotenství se špatnou polohou plodu v dìloze;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
648;Jiné komplikace vznikající tìhotenstvím;4;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;"";"";"";"";"";"";""
649;Tìhotenství spojené s jinımi stavy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
650;Potrat bez zmínky o sepsi nebo toxaemii;6;-;-;-;-;-;-;3;3;-;-;-;-;-;-;-;"";"";"";"";"";"";""
651;Septickı potrat;4;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;"";"";"";"";"";"";""
652;Potrat s toxaemií bez zmínky o sepsi;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
660;Porod bez komlikací;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
670;Porod komplikovanı vcestnım lùkem nebo pøedporodním krvácením;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
671;Porod komplikovanı zadrenım lùkem;2;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;"";"";"";"";"";"";""
672;Porod komplikovanı jinım poporodním krvácením;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;"";"";"";"";"";"";""
673;Porod komplikovanı nenormálnostmi kostry pánevní;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
674;Porod komplikovanı neúmìrností nebo špatnou polohou plodu;7;-;-;-;-;-;-;2;3;2;-;-;-;-;-;-;"";"";"";"";"";"";""
675;Porod komplikovanı prodlouením jiného pùvodu;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
676;Porod s poranìním hráze bez zmínky o jiném poranìní;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
677;Porod s jinımi poranìními;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
678;Porod s jinımi komplikacemi;11;-;-;-;-;-;-;1;7;3;-;-;-;-;-;-;"";"";"";"";"";"";""
680;Infekce moèovıch cest v šestinedìlí bez jiné sepse;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
681;Sepse pøi porodu a v šestinedìlí;2;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;"";"";"";"";"";"";""
682;Zánìt il a záha v šestinedìlí;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;"";"";"";"";"";"";""
683;Horeèka neznámého pùvodu v šestinedìlí;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
684;Plicní vmetek v šestinedìlí;3;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;"";"";"";"";"";"";""
685;Køeèe v šestinedìlí;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
686;Jiné formy toxaemie v šestinedìlí;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
687;Mozkové krvácení v šestinedìlí;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;"";"";"";"";"";"";""
688;Jiné a blíe neoznaèené komplikace v šestinedìlí;3;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;"";"";"";"";"";"";""
689;Zánìt prsù a jiné poruchy laktace;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
XII;Nemoci koní;36;2;1;-;-;-;-;-;2;1;1;10;9;5;5;-;"";"";"";"";"";"";""
690;Furunkl a karbunkl;6;-;-;-;-;-;-;-;-;-;1;2;2;1;-;-;"";"";"";"";"";"";""
691;Zánìt podkoního vaziva prstù ruky a nohy;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;"";"";"";"";"";"";""
692;Jinı zánìt a hlízy podkoního vaziva bez zmínky o zánìtu mízních cév;11;1;-;-;-;-;-;-;1;-;-;6;3;-;-;-;"";"";"";"";"";"";""
693;Jinı zánìt podkoního vaziva se zánìtem mízních cév;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
694;Prudkı zánìt mízních uzlin;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;"";"";"";"";"";"";""
695;Impetigo contagiosa;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
696;Nakalivá verruca;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
697;Molluscum contagiosum;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
698;Jiné místní infekce kùe a podkoního vaziva;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
700;Seboroickı zánìt kùe;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
701;Ekzém;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
702;Zánìt kùe z povolání;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
703;Jinı zánìt kùe;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
704;Pemfigus;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;"";"";"";"";"";"";""
705;Erythemové afekce;2;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;"";"";"";"";"";"";""
706;Lupénka a podobné stavy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
707;Lichen planus;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
708;Svìdivka a sdruené stavy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
709;Kuøí oko a mozol;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
710;Jiné hypertrofické stavy kùe;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;"";"";"";"";"";"";""
711;Jiné dermatosy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
712;Nemoci nehtù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
713;Nemoci vlasù a váèkù vlasovıch;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
714;Nemoci potních a mazovıch láz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
715;Vleklı vøed koní;10;-;-;-;-;-;-;-;-;-;-;-;3;2;5;-;"";"";"";"";"";"";""
716;Jiné nemoci kùe;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
XIII;Nemoci kostí a pohybového ústrojí;88;-;1;-;1;-;1;-;-;2;8;9;33;23;10;-;"";"";"";"";"";"";""
720;Prudkı zánìt kloubù zpùsobenı pyogenními koky;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
721;Prudkı zánìt kloubù pùvodu nepyogenního;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
722;Reumatoidní zánìt kloubù a sdruené stavy;53;-;-;-;-;-;-;-;-;1;8;5;16;15;8;-;"";"";"";"";"";"";""
723;Osteoarthritis (arthrosis) a sdruené stavy;11;-;-;-;-;-;-;-;-;-;-;-;6;5;-;-;"";"";"";"";"";"";""
724;Jiné urèité druhy zánìtù kloubních;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;"";"";"";"";"";"";""
725;Zánìt kloubù blíe neurèenı;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;"";"";"";"";"";"";""
726;Svalovı reumatismus;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
727;Reumatismus blíe neurèenı;4;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;"";"";"";"";"";"";""
730;Zánìt døenì kostní a okostice;6;-;1;-;1;-;-;-;-;1;-;1;2;-;-;-;"";"";"";"";"";"";""
731;Pagetova nemoc kostní;2;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;"";"";"";"";"";"";""
732;Osteochondrosis;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;"";"";"";"";"";"";""
733;Jiné nemoci kostí;3;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;"";"";"";"";"";"";""
734;Vnitøní poruchy kolenního kloubu;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
735;Vıhøez meziobratlové ploténky;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
736;Vady ve skloubení kosti pánevní s kostí køíovou;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
737;Nehybnost kloubù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
738;Jiné nemoci kloubù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
740;Otlaèenina;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
741;Synovitis,bursitis a tenosynovitis bez zmínky o pùvodu z povolání;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
742;Synovitis,bursitis a tenosynovitis zpùsobené povoláním;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
743;Zánìt svalù a jiná zánìtlivá onemocnìní šlach a povázek;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
744;Jiná onemocnìní svalù, povázek a šlach;2;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;"";"";"";"";"";"";""
745;Zkøivení páteøe;4;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;"";"";"";"";"";"";""
746;Plochá noha;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
747;Vboèení a vyboèení palce nohy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
748;Pes aquinovarus;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
749;Jiné deformity;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
XIV;Vrozené vady vıvojové;311;242;18;7;4;6;17;9;2;5;-;1;-;-;-;-;"";"";"";"";"";"";""
750;Zrùdy;14;13;1;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
751;Rozštìp páteøe a omozeènicová kıla;25;23;-;-;-;-;2;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
752;Vrozená vodnatelnost mozku;35;30;2;1;-;-;2;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
753;Jiné vrozené vıvojové vady soustvy nervové a smyslovıch orgánù;19;8;3;-;2;1;4;1;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
754;Vrozená vıvojová vada ústrojí cevního;145;101;10;6;1;5;7;8;1;5;-;1;-;-;-;-;"";"";"";"";"";"";""
755;Rozstìp patra a rtu;5;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
756;Vrozená vıvojová vady ústrojí trávicího;31;30;-;-;1;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
757;Vrozená vıvojová vada ústrojí moèového a pohlavního;13;10;-;-;-;-;2;-;1;-;-;-;-;-;-;-;"";"";"";"";"";"";""
758;Vrozená vıvojová vada kostí a kloubù;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
759;Jiné a blíe neurèené vrozené vady vıvojové, nejsou-li zaøazeny jinde;22;21;1;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
XV;Zvláštní nemoci raného vìku;482;482;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
760;Poranìní nitrolební  a míšní pøi porodu;126;126;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
761;Jiná poranìní pøi porodu;29;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
762;Asfyxie a bezvzdušnost plic novorozencù;153;153;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
763;Zánìt plic novorozencù;101;101;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
764;Prùjem novorozencù;13;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
765;Zánìt oka novorozencù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
766;Puchıøina novorozencù;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
767;Pupeèníková sepse;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
768;Jiné sepse novorozencù;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
769;Poruchy u novorozencù vznikající z mateøské toxaemie;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
770;Haemolytická nemoc novorozencù;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
771;Krvácivost novorozencù;6;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
772;poruchy vıivy;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
773;Blíe neurèené nemoci novorozencù;11;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
774;Nedonošenost se zmínkou o kterémkoli jiném následném stavu;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
775;Nedonošenost jakoto následek jiné pøíèiny;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
776;Nedonošenost blíe neurèená;22;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
XVI;Chorobné pøíznaky,staøecká sešlost a nedefinovatelné stavy;1 642;4;1;-;-;1;-;-;4;3;9;33;147;754;686;-;"";"";"";"";"";"";""
780;Chorobné pøíznaky soustavy nervové a èidel;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
781;Jiné chorobné pøíznaky soustavy nervové a èidel;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
782;Chorobné pøíznaky ústrojí cevního;227;-;-;-;-;-;-;-;3;2;7;24;54;99;38;-;"";"";"";"";"";"";""
783;Chorobné pøíznaky ústrojí dıchacího;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;"";"";"";"";"";"";""
784;Chorobné pøíznaky horní èásti ústrojí trávicího;2;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;"";"";"";"";"";"";""
785;Chorobné pøíznaky bøicha a dolní èásti ústrojí trávicího;2;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;"";"";"";"";"";"";""
786;Chorobné pøíznaky ústrojí pohlavního a moèového;2;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;"";"";"";"";"";"";""
787;Chorobné pøíznaky konèetin a zad;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;"";"";"";"";"";"";""
788;Jiné celkové chorobné pøíznaky;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
789;Pathologickı obsah v moèi;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
790;Nervosita a asthenie, deprese;3;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;"";"";"";"";"";"";""
791;Bolest hlavy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
792;Uraemie blíe neurèená;6;-;-;-;-;-;-;-;-;-;1;3;2;-;-;-;"";"";"";"";"";"";""
793;Pozorování bez potøeby další lékaøské péèe;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;"";"";"";"";"";"";""
794;Staøecká sešlost bez zmínky o psychose;1 387;-;-;-;-;-;-;-;-;-;-;2;88;649;648;-;"";"";"";"";"";"";""
795;Nepøesné nebo neznámé pøíèiny nemocí a úmrtí;9;3;-;-;-;-;-;-;1;1;-;1;1;2;-;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
NXVII;Úrazy a otravy podle druhu poranìní;2 262;70;33;18;22;12;74;110;126;165;285;305;340;516;186;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";Zlomeniny lebky, páteøe a kostí trupu;338;3;5;7;2;5;20;26;24;26;55;56;48;52;9;-;"";"";"";"";"";"";""
N 800;Zlomenina klenby lebeèní;47;2;4;2;1;2;2;4;3;4;7;4;5;7;-;-;"";"";"";"";"";"";""
N 801;Zlomenina spodiny lebeèní;89;1;1;-;-;2;9;5;9;9;9;17;10;14;3;-;"";"";"";"";"";"";""
N 802;Zlomenina oblièejovıch kostí;3;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;"";"";"";"";"";"";""
N 803;Jiná nebo neurèená zlomenina lebky;32;-;-;1;-;-;5;2;2;4;5;3;7;2;1;-;"";"";"";"";"";"";""
N 804;Zlomenmina lebky nebo kostí oblièe- jovıch sdruená se zlomeninou jinıch kostí;53;-;-;2;1;-;1;9;5;2;13;10;4;6;-;-;"";"";"";"";"";"";""
N 805;Zlomenina a zlomeninové dislokace páteøe bez zmínky o poranìní míchy;27;-;-;-;-;1;1;1;-;2;6;6;4;6;-;-;"";"";"";"";"";"";""
N 806;Zlomenina a zlomeninové dislokace páteøe a poranìní míchy;18;-;-;-;-;-;2;1;2;-;3;5;2;3;-;-;"";"";"";"";"";"";""
N 807;Zlomeniny ebra (eber) a hrudní kosti;28;-;-;1;-;-;-;1;-;2;5;5;7;5;2;-;"";"";"";"";"";"";""
N 808;Zlomenina pánve;29;-;-;-;-;-;-;3;2;3;3;2;5;8;3;-;"";"";"";"";"";"";""
N 809;Mnohoèetné a blíe neoznaèené zlomeniny kostí trupu;12;-;-;-;-;-;-;-;-;-;4;4;4;-;-;-;"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";Zlomeniny hrudní konèetiny;19;-;-;-;-;-;-;-;-;-;1;3;1;6;8;-;"";"";"";"";"";"";""
N 810;Zlomenina kosti klíèní;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 812;Zlomenina kosti paní;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
N 813;Zlomenina kosti vøetenní a kosti loketní;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;"";"";"";"";"";"";""
