1964,Zemřelé ženy podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKN (1955),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Jiné chudokrevnosti určitého typu,20,-,-,1,-,-,-,-,-,-,-,-,1,1,-,3,-,-,6,2,4,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Chudokrevnost blíže neurčeného typu,42,-,1,-,-,-,-,-,-,-,1,1,1,2,-,1,3,2,9,3,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Polycythaemia,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Krvácivost,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Purpura a jiné haemorrhagické diathesy,7,-,-,-,-,-,-,-,-,-,1,-,-,2,-,-,2,-,-,1,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Agranulocytosis,15,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,4,1,6,1,2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Nemoci sleziny,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Ostastní nemoci krve a krvotvorné tkáně,8,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,1,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 V,"Poruchy duševní, psychoneurózy a poruchy osobnosti",97,-,-,-,-,-,1,-,1,-,-,1,1,-,2,4,7,6,17,13,13,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Schizofrenie,13,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,2,-,6,2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Maniodepresivita,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Involuční melancholie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Paranoické a paranoidní stavy,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Senilní psychosy,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,10,10,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Presenilní psychosy,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,2,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Psychosy při arteriosklerose mozkové,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Alkoholické psychosy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Jiné psychosy určitého původu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Jiné a blíže neurčené psychosy,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Úzkostné reakce bez zmínky o tělesných příznacích,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Hysterické reakce bez zmínky o úzkostných reakcích,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Fobie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Obsedantní a impulsivní stavy,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Neurotické a depresivní reakce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Psychoneurosy s tělesnými příznaky od cirkulačního systému,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Psychoneurosy s tělesnými příznaky od trávicího ústrojí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Psychoneurosy s tělesnými příznaky od jiných systémů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,"Jiné psychoneurotické poruchy,smíšené nebo blíže neurčené",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Psychopathická osobnost,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Primitivní osobnost,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Alkoholismus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Ostatní narkomanie a toxikomanie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Úchylné chování v dětství,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Slabomyslnost,7,-,-,-,-,-,1,-,1,-,-,1,-,-,1,2,1,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,"Jiné nebo blíže neurčené poruchy charakteru, chování a inteligence",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI,Nemoci ústrojí nervového a čidel,7 042,49,4,4,6,3,14,8,21,14,9,23,26,42,42,146,267,479,790,1 230,1 526,1 381,958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Subarachnoidální krvácení,20,-,-,-,-,-,-,-,-,-,-,1,-,1,1,5,2,3,1,4,2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Mozkové krvácení,4 038,4,-,1,-,-,-,-,3,3,2,5,4,16,26,75,152,300,489,702,888,820,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Mozkový vmetek a záhať,1 185,-,-,-,-,-,-,-,1,1,-,3,3,2,-,11,43,59,130,246,282,243,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Spasmy mozkových tepen,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Jiné a špatně určitelné cevní poruchy centrálního nervstva,1 381,3,1,-,-,-,1,-,1,-,-,1,2,5,3,12,32,63,131,245,334,302,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Zánět mozkomíšních plen,51,16,1,2,-,1,-,-,2,1,-,-,2,1,-,-,5,8,2,5,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Phlebitis a thrombophlebitis nitrolebních splavů žilních,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Nitrolební a nitropáteřní hlízy,6,1,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,2,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,"Zánět mozku, míchy a zánět mozkomíšní",40,14,1,1,1,-,3,4,1,-,1,1,-,-,-,4,2,2,2,3,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Pozdní následky nitrolebních hlíz nebo hnisavých onemocnění,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Mnohočetná sklerosa,124,-,-,-,-,-,-,-,1,2,1,5,9,11,6,24,19,20,12,7,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Paralysis agitans,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,6,9,10,5,5,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Mozková spastická dětská obrna,33,3,-,-,3,1,5,4,5,2,3,2,1,2,-,1,-,1,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Jiné mozkové obrny,11,-,-,-,-,-,-,-,2,-,-,-,2,-,1,-,1,3,-,1,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Padoucnice,53,-,-,-,2,1,3,-,3,4,2,4,2,2,2,3,6,7,2,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Migréna,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Jiné nemoci mozku,15,-,1,-,-,-,2,-,-,1,-,-,-,1,2,1,2,3,-,-,1,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Nemoci periferního neuronu a svalové atrofie,20,-,-,-,-,-,-,-,1,-,-,-,-,1,-,6,1,3,5,1,2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Ostatní nemoci míchy,12,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,-,3,1,2,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Obrna nervu lícního,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Neuralgie nervu trojklanného,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Neuritis pleteně pažní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Ischias,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Polyneuritis a polyradiculitis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Erythrooedema polyneuriticum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Jiné a blíže neurčené druhy neuralgií a neuritid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Jiné nemoci mozkových nervů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Jiné nemoci periferních nervů vyjma nervy vegetativní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Nemoci periferní soustavy vegetativního nervstva,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Zánět vnějšího ucha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Zánět středního ucha bez zánětu výčnělku soscovitého,8,6,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Záně středního ucha a zánět výčnělku soscovitého,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Zánět výčnělku soscovitého bez zánětu středního ucha,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Jiná zánětlivá onemocnění ucha,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Nemoc Méniérova,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Jiné nemoci ucha a výčnělku soscovitého,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VII,Nemoci ústrojí cevního,17 198,9,1,-,-,-,2,6,8,18,31,48,75,144,151,456,768,1 274,1 986,2 728,3 425,3 338,2 730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Prudké reumatické onemocnění bez postižení srdce,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Prudké reumatické onemocnění s postižením srdce,21,-,-,-,-,-,1,-,1,-,-,1,-,1,1,2,5,4,1,3,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Chorea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Onemocnění chlopně dvojcípé,832,-,-,-,-,-,-,-,-,11,12,20,27,47,42,88,112,121,113,104,77,45,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Onemocnění chlopně aortální určené jako reumatické,41,-,-,-,-,-,-,1,-,-,1,1,1,5,-,3,2,4,6,8,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Onemocnění chlopně trojcípé,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Onemocnění chlopně pulmonální určené jako reumatické,56,-,-,-,-,-,-,-,-,-,1,1,4,3,3,12,6,5,9,3,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Jiné záněty nitroblány srdeční určené jako reumatické,56,-,-,-,-,-,-,-,-,1,-,1,1,3,1,5,7,7,11,7,3,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Jiné záněty svalu srdečního určené jako reumatické,2,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Jiné onemocnění srdce určené jako reumatické,94,-,-,-,-,-,-,-,1,-,2,-,3,4,5,12,12,14,15,9,11,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Arteriosklerotické onemocnění srdce a onemocnění tepen věnčitých,5 168,-,-,-,-,-,-,-,-,-,2,2,3,13,28,93,232,446,775,1 009,1 119,954,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Vleklé onemocnění nitroblány srdeční neoznačen,114,1,-,-,-,-,-,2,-,-,-,1,4,3,1,7,16,18,12,17,11,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Jiné degenerativní procesy svalu srdečního,3 007,-,-,-,-,-,-,-,-,-,1,4,2,3,5,27,45,109,232,411,666,772,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Prudký a subakutní zánět nitroblány srdeční,28,1,-,-,-,-,-,-,-,1,3,2,2,1,-,-,-,7,4,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Akutní zánět svalu srdečního neoznačený jako reumatický,22,6,1,-,-,-,-,1,-,1,-,-,-,1,-,1,2,1,1,6,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Prudké onemocnění osrdečníku označené jako nereumatické,17,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,6,2,5,1,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Poruchy srdeční činnosti,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,4,4,10,12,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Jiné nebo blíže neurčené onemocnění srdce,1 694,-,-,-,-,-,1,1,2,2,6,3,8,18,14,34,70,119,155,250,401,337,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Esenciální nezhoubná hypertense s onemocněním srdce,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,3,7,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Esenciální zhoubná hypertense s onemocněním srdce,8,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,2,-,-,1,1,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Hypertense s onemocněním srdce a arteriolární nefrosklerosou,139,-,-,-,-,-,-,-,-,-,-,1,-,2,2,14,8,15,23,26,25,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Jiné nebo blíže neurčené hypertense s onemocněním srdce,838,-,-,-,-,-,-,-,-,-,-,-,5,6,11,28,45,93,162,174,161,108,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Esenciální nezhoubná hypertense bez postižení srdce,43,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,4,3,11,9,8,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Esenciální zhoubná hypertense bez postižení srdce,7,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,-,-,1,1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Hypertense s arteriolární nefrosklerosou bez postižení srdce,120,-,-,-,-,-,-,-,-,-,-,1,-,2,3,7,8,16,11,25,20,17,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Jiné hypertense bez postižení srdce,1 309,-,-,-,-,-,-,-,-,-,-,2,2,14,22,67,132,167,207,278,192,159,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Celkové kornatění tepen,2 712,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,10,41,131,228,536,776,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Výduť aorty označená jako nesyfilitická,64,-,-,-,-,-,-,-,-,-,2,1,-,3,-,4,4,11,14,8,10,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Jiné výdutě vyjma výdutě srdce a aorty,63,-,-,-,-,-,-,1,2,1,-,1,2,5,3,14,6,4,6,8,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Onemocnění periferních cév,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,3,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Arteriální vmetky a záhatě,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,1,2,2,10,14,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Sněti s neoznačenou příčinou,124,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,6,7,25,19,25,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Jiné nemoci tepen,10,-,-,-,-,-,-,-,1,-,1,-,-,1,1,1,1,-,1,1,1,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Žilní městky na dolních končetinách,72,-,-,-,-,-,-,-,-,-,-,-,1,-,1,3,4,7,9,12,20,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Žilní městky konečníku,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Městky na jiných určitých místech,5,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2,-,1,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Phlebitis a trombophlebitis dolních končetin,224,-,-,-,-,-,-,-,-,-,-,2,5,3,3,7,14,26,33,38,50,27,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Zánět žil jiných míst,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Plicní vmetek,140,-,-,-,-,-,-,-,-,-,-,1,3,4,2,9,15,10,15,29,29,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Jiné žilní  vmetky a záhatě,13,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,3,3,1,4,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Jiné nemoci soustavy oběhu krevního,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Některé nemoci uzlin a cest mízních,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIII,Nemoci ústrojí dýchacího,3 503,118,22,5,2,3,7,5,6,3,1,12,8,24,18,56,104,227,320,504,719,735,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Prudký zánět nosohltanu,4,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Prudký zanět vedlejších dutin nosních,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Prudký zánět hltanu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
