1963,Zemřelí muži podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKN (1955),Název,Celkem,0,1,2,3,4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Jiné chudokrevnosti určitého typu,18,-,1,-,1,1,-,-,-,-,-,-,-,-,-,1,2,2,3,2,5,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Chudokrevnost blíže neurčeného typu,13,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,1,-,4,3,2,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Polycythaemia,4,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,1,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Krvácivost,4,-,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Purpura a jiné haemorrhagické diathesy,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Agranulocytosis,9,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,4,2,1,1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Nemoci sleziny,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Ostastní nemoci krve a krvotvorné tkáně,14,1,-,1,-,-,-,-,2,1,-,1,1,1,-,1,2,1,-,-,2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V,"Poruchy duševní, psychoneurózy a poruchy osobnosti",114,1,-,-,2,1,1,1,1,4,-,3,4,3,2,12,11,13,7,12,16,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Schizofrenie,13,-,-,-,-,-,-,-,-,1,-,1,2,1,-,3,1,1,1,1,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Maniodepresivita,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Involuční melancholie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Paranoické a paranoidní stavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Senilní psychosy,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,2,5,11,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Presenilní psychosy,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Psychosy při arteriosklerose mozkové,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Alkoholické psychosy,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Jiné psychosy určitého původu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Jiné a blíže neurčené psychosy,5,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,2,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Úzkostné reakce bez zmínky o tělesných příznacích,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Hysterické reakce bez zmínky o úzkostných reakcích,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Fobie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Obsedantní a impulsivní stavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Neurotické a depresivní reakce,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Psychoneurosy s tělesnými příznaky od cirkulačního systému,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Psychoneurosy s tělesnými příznaky od trávicího ústrojí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Psychoneurosy s tělesnými příznaky od jiných systémů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,"Jiné psychoneurotické poruchy,smíšené nebo blíže neurčené",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Psychopathická osobnost,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Primitivní osobnost,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Alkoholismus,12,-,-,-,-,-,-,-,-,-,-,-,1,1,-,3,5,1,-,1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Ostatní narkomanie a toxikomanie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Úchylné chování v dětství,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Slabomyslnost,24,1,-,-,2,1,1,1,1,3,-,2,-,1,-,2,2,4,1,2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,"Jiné nebo blíže neurčené poruchy charakteru, chování a inteligence",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI,Nemoci ústrojí nervového a čidel,5 728,49,16,7,5,5,28,26,20,20,6,33,42,46,63,183,341,595,812,1 003,1 028,864,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Subarachnoidální krvácení,15,1,-,-,-,-,-,-,-,-,-,1,-,1,1,1,3,2,3,-,2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Mozkové krvácení,3 128,2,1,-,-,-,-,2,3,2,-,9,12,19,24,85,181,344,470,601,588,499,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Mozkový vmetek a záhať,963,1,1,1,-,-,1,2,2,1,-,4,8,2,8,39,65,126,149,156,175,135,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Spasmy mozkových tepen,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Jiné a špatně určitelné cevní poruchy centrálního nervstva,1 148,1,1,1,-,-,-,-,1,-,1,2,2,4,6,20,42,80,147,216,246,223,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Zánět mozkomíšních plen,67,15,2,1,-,-,2,3,-,4,1,1,1,2,3,4,6,8,1,5,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Phlebitis a thrombophlebitis nitrolebních splavů žilních,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Nitrolební a nitropáteřní hlízy,7,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,1,2,-,1,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,"Zánět mozku, míchy a zánět mozkomíšní",37,5,1,-,2,1,8,4,5,-,1,1,1,-,1,2,1,1,1,1,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Pozdní následky nitrolebních hlíz nebo hnisavých onemocnění,8,1,1,-,-,-,-,-,-,1,-,-,-,-,1,-,-,2,-,1,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Mnohočetná sklerosa,70,1,-,-,-,-,-,-,-,1,-,5,6,6,7,8,13,2,8,5,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Paralysis agitans,38,-,-,-,-,-,-,-,-,-,-,-,-,3,1,3,5,10,8,5,2,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Mozková spastická dětská obrna,36,2,5,1,2,1,8,4,1,3,2,3,3,-,-,-,-,-,1,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Jiné mozkové obrny,13,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,3,1,3,2,2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Padoucnice,86,1,1,-,1,1,6,8,7,8,1,3,9,3,6,5,6,6,7,4,1,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Migréna,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Jiné nemoci mozku,23,1,-,3,-,1,2,2,1,-,-,2,-,2,-,2,1,-,3,2,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Nemoci periferního neuronu a svalové atrofie,31,-,-,-,-,-,-,-,-,-,-,1,-,2,2,4,9,4,6,2,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Ostatní nemoci míchy,24,-,-,-,-,-,-,1,-,-,-,-,-,-,2,4,5,2,5,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Obrna nervu lícního,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Neuralgie nervu trojklanného,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Neuritis pleteně pažní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Ischias,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Polyneuritis a polyradiculitis,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Erythrooedema polyneuriticum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Jiné a blíže neurčené druhy neuralgií a neuritid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Jiné nemoci mozkových nervů,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Jiné nemoci periferních nervů vyjma nervy vegetativní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Nemoci periferní soustavy vegetativního nervstva,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Zánět vnějšího ucha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Zánět středního ucha bez zánětu výčnělku soscovitého,23,17,2,-,-,-,-,-,-,-,-,-,-,-,-,3,-,1,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Záně středního ucha a zánět výčnělku soscovitého,3,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Zánět výčnělku soscovitého bez zánětu středního ucha,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Jiná zánětlivá onemocnění ucha,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Nemoc Méniérova,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Jiné nemoci ucha a výčnělku soscovitého,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VII,Nemoci ústrojí cevního,17 264,7,-,-,1,-,3,5,20,27,43,81,165,316,379,1 074,1 721,2 323,2 515,2 451,2 439,2 091,1 603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Prudké reumatické onemocnění bez postižení srdce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Prudké reumatické onemocnění s postižením srdce,18,-,-,-,-,-,-,-,1,1,1,-,2,1,1,2,4,2,2,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Chorea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Onemocnění chlopně dvojcípé,431,1,-,-,-,-,-,1,5,9,15,21,25,27,27,60,63,67,33,31,26,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Onemocnění chlopně aortální určené jako reumatické,68,-,-,-,-,-,-,-,1,1,-,-,3,6,5,2,9,14,13,7,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Onemocnění chlopně trojcípé,4,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,2,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Onemocnění chlopně pulmonální určené jako reumatické,56,-,-,-,-,-,-,-,2,3,2,3,1,2,4,7,12,6,5,5,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Jiné záněty nitroblány srdeční určené jako reumatické,51,-,-,-,-,-,-,-,1,-,-,2,2,2,4,4,10,4,5,7,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Jiné záněty svalu srdečního určené jako reumatické,4,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,1,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Jiné onemocnění srdce určené jako reumatické,73,-,-,-,-,-,-,-,1,-,1,1,5,4,2,8,20,11,4,8,5,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Arteriosklerotické onemocnění srdce a onemocnění tepen věnčitých,7 748,-,-,-,-,-,-,1,-,4,9,35,84,190,221,667,1 005,1 282,1 399,1 078,895,580,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Vleklé onemocnění nitroblány srdeční neoznačen,101,-,-,-,-,-,-,-,2,1,-,1,5,9,3,9,10,18,12,13,10,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Jiné degenerativní procesy svalu srdečního,2 305,-,-,-,-,-,-,-,2,1,2,1,5,10,9,43,76,149,194,364,482,546,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Prudký a subakutní zánět nitroblány srdeční,35,-,-,-,-,-,-,-,1,1,2,1,3,2,3,5,2,5,2,6,2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Akutní zánět svalu srdečního neoznačený jako reumatický,18,5,-,-,-,-,1,1,-,-,-,1,2,1,1,1,-,-,1,2,2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Prudké onemocnění osrdečníku označené jako nereumatické,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,4,1,-,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Poruchy srdeční činnosti,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,4,5,2,4,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Jiné nebo blíže neurčené onemocnění srdce,1 511,-,-,-,-,-,1,-,-,3,7,6,9,19,27,65,122,212,209,254,241,198,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Esenciální nezhoubná hypertense s onemocněním srdce,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Esenciální zhoubná hypertense s onemocněním srdce,5,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,1,1,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Hypertense s onemocněním srdce a arteriolární nefrosklerosou,118,-,-,-,-,-,-,-,-,-,-,3,2,3,4,11,15,17,26,19,8,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Jiné nebo blíže neurčené hypertense s onemocněním srdce,751,-,-,-,-,-,-,-,-,-,1,-,4,11,22,67,115,140,149,115,69,48,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Esenciální nezhoubná hypertense bez postižení srdce,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,1,2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Esenciální zhoubná hypertense bez postižení srdce,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Hypertense s arteriolární nefrosklerosou bez postižení srdce,114,-,-,-,-,-,-,-,1,1,2,1,3,-,6,9,15,16,23,10,12,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Jiné hypertense bez postižení srdce,831,-,-,-,-,-,-,-,-,-,-,1,4,9,20,61,121,164,160,120,96,60,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Celkové kornatění tepen,2 302,-,-,-,-,-,-,-,-,-,-,-,-,2,-,10,33,94,168,306,477,552,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Výduť aorty označená jako nesyfilitická,98,-,-,-,-,-,-,1,-,1,-,1,1,4,-,6,14,22,18,13,10,7,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Jiné výdutě vyjma výdutě srdce a aorty,45,-,-,-,-,-,-,1,1,1,-,1,1,2,8,7,8,6,5,1,1,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Onemocnění periferních cév,73,-,-,-,-,-,-,-,-,-,-,-,1,-,1,3,12,16,10,9,10,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Arteriální vmetky a záhatě,27,1,-,-,-,-,-,-,-,-,-,-,-,2,-,2,1,2,4,3,9,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Sněti s neoznačenou příčinou,178,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,14,27,28,33,33,21,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Jiné nemoci tepen,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,1,2,2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Žilní městky na dolních končetinách,22,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,5,-,1,6,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Žilní městky konečníku,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Městky na jiných určitých místech,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Phlebitis a trombophlebitis dolních končetin,68,-,-,-,-,-,-,-,-,-,1,1,-,2,3,9,5,6,12,13,7,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Zánět žil jiných míst,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Plicní vmetek,119,-,-,-,-,-,-,-,2,-,-,1,1,-,5,7,10,27,15,17,20,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Jiné žilní  vmetky a záhatě,14,-,-,-,-,-,1,-,-,-,-,-,1,1,1,1,1,3,2,-,3,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Jiné nemoci soustavy oběhu krevního,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Některé nemoci uzlin a cest mízních,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIII,Nemoci ústrojí dýchacího,4 874,163,20,4,2,3,7,6,5,7,6,6,20,32,58,150,366,643,758,829,762,621,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Prudký zánět nosohltanu,8,7,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Prudký zanět vedlejších dutin nosních,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Prudký zánět hltanu,4,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
