1958,Zemřelé ženy podle podrobného seznamu příčin smrti a věku,,,,,,,,,,,,,,,,,,,,,,,
MKN (1955),Název,Celkem,0,1,2,3,4,5-14,15-24,25-34,35-44,45-54,55-64,65-74,75-84,85+,Nezjiš- těno,,,,,,,
646,Chudokrevnost těhotenská,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
647,Těhotenství se špatnou polohou plodu v děloze,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
648,Jiné komplikace vznikající těhotenstvím,8,-,-,-,-,-,-,4,3,1,-,-,-,-,-,-,,,,,,,
649,Těhotenství spojené s jinými stavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
650,Potrat bez zmínky o sepsi nebo toxaemii,12,-,-,-,-,-,-,2,7,3,-,-,-,-,-,-,,,,,,,
651,Septický potrat,10,-,-,-,-,-,-,3,6,1,-,-,-,-,-,-,,,,,,,
652,Potrat s toxaemií bez zmínky o sepsi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
660,Porod bez komlikací,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
670,Porod komplikovaný vcestným lůžkem nebo předporodním krvácením,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,,,,,,,
671,Porod komplikovaný zadrženým lůžkem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
672,Porod komplikovaný jiným poporodním krvácením,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,,,,,,,
673,Porod komplikovaný nenormálnostmi kostry pánevní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
674,Porod komplikovaný neúměrností nebo špatnou polohou plodu,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,,,,,,,
675,Porod komplikovaný prodloužením jiného původu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
676,Porod s poraněním hráze bez zmínky o jiném poranění,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
677,Porod s jinými poraněními,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
678,Porod s jinými komplikacemi,7,-,-,-,-,-,-,3,1,3,-,-,-,-,-,-,,,,,,,
680,Infekce močových cest v šestinedělí bez jiné sepse,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
681,Sepse při porodu a v šestinedělí,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,,,,,,,
682,Zánět žil a záhať v šestinedělí,2,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,,,,,,,
683,Horečka neznámého původu v šestinedělí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
684,Plicní vmetek v šestinedělí,6,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,,,,,,,
685,Křeče v šestinedělí,2,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,,,,,,,
686,Jiné formy toxaemie v šestinedělí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
687,Mozkové krvácení v šestinedělí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
688,Jiné a blíže neoznačené komplikace v šestinedělí,9,-,-,-,-,-,-,4,3,2,-,-,-,-,-,-,,,,,,,
689,Zánět prsů a jiné poruchy laktace,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
XII,Nemoci kožní,52,6,2,-,-,-,1,1,-,1,6,12,6,8,9,-,,,,,,,
690,Furunkl a karbunkl,10,3,-,-,-,-,-,-,-,-,2,2,1,-,2,-,,,,,,,
691,Zánět podkožního vaziva prstů ruky a nohy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
692,Jiný zánět a hlízy podkožního vaziva bez zmínky o zánětu mízních cév,13,2,-,-,-,-,-,-,-,1,-,3,3,1,3,-,,,,,,,
693,Jiný zánět podkožního vaziva se zánětem mízních cév,2,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,,,,,,,
694,Prudký zánět mízních uzlin,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
695,Impetigo contagiosa,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,,,,,,,
696,Nakažlivá verruca,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
697,Molluscum contagiosum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
698,Jiné místní infekce kůže a podkožního vaziva,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,,,,,,,
700,Seboroický zánět kůže,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
701,Ekzém,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
702,Zánět kůže z povolání,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
703,Jiný zánět kůže,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
704,Pemfigus,6,-,-,-,-,-,-,-,-,-,1,1,-,3,1,-,,,,,,,
705,Erythemové afekce,3,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,,,,,,,
706,Lupénka a podobné stavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
707,Lichen planus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
708,Svědivka a sdružené stavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
709,Kuří oko a mozol,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
710,Jiné hypertrofické stavy kůže,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,,,,,,,
711,Jiné dermatosy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
712,Nemoci nehtů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
713,Nemoci vlasů a váčků vlasových,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
714,Nemoci potních a mazových žláz,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
715,Vleklý vřed kožní,12,-,-,-,-,-,-,-,-,-,-,3,2,4,3,-,,,,,,,
716,Jiné nemoci kůže,2,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
XIII,Nemoci kostí a pohybového ústrojí,107,4,-,-,1,-,-,-,1,3,12,18,26,31,11,-,,,,,,,
720,Prudký zánět kloubů způsobený pyogenními koky,2,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,,,,,,,
721,Prudký zánět kloubů původu nepyogenního,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,,,,,,,
722,Reumatoidní zánět kloubů a sdružené stavy,53,-,-,-,-,-,-,-,-,1,7,11,17,14,3,-,,,,,,,
723,Osteoarthritis (arthrosis) a sdružené stavy,10,-,-,-,-,-,-,-,-,-,1,-,3,4,2,-,,,,,,,
724,Jiné určité druhy zánětů kloubních,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
725,Zánět kloubů blíže neurčený,2,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,,,,,,,
726,Svalový reumatismus,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,,,,,,,
727,Reumatismus blíže neurčený,12,-,-,-,-,-,-,-,-,-,-,2,-,7,3,-,,,,,,,
730,Zánět dřeně kostní a okostice,10,2,-,-,-,-,-,-,-,-,2,2,2,1,1,-,,,,,,,
731,Pagetova nemoc kostní,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
732,Osteochondrosis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
733,Jiné nemoci kostí,4,-,-,-,-,-,-,-,-,-,-,1,2,1,-,-,,,,,,,
734,Vnitřní poruchy kolenního kloubu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
735,Výhřez meziobratlové ploténky,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
736,Vady ve skloubení kosti pánevní s kostí křížovou,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
737,Nehybnost kloubů,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,,,,,,,
738,Jiné nemoci kloubů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
740,Otlačenina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
741,"Synovitis,bursitis a tenosynovitis bez zmínky o původu z povolání",1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,,,,,,,
742,"Synovitis,bursitis a tenosynovitis způsobené povoláním",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
743,Zánět svalů a jiná zánětlivá onemocnění šlach a povázek,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
744,"Jiná onemocnění svalů, povázek a šlach",4,2,-,-,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,
745,Zkřivení páteře,4,-,-,-,-,-,-,-,-,2,1,-,1,-,-,-,,,,,,,
746,Plochá noha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
747,Vbočení a vybočení palce nohy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
748,Pes aquinovarus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
749,Jiné deformity,2,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
XIV,Vrozené vady vývojové,345,282,22,12,8,2,12,3,4,-,-,-,-,-,-,-,,,,,,,
750,Zrůdy,18,17,-,1,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
751,Rozštěp páteře a omozečnicová kýla,33,30,1,-,1,1,-,-,-,-,-,-,-,-,-,-,,,,,,,
752,Vrozená vodnatelnost mozku,28,16,5,3,2,-,-,1,1,-,-,-,-,-,-,-,,,,,,,
753,Jiné vrozené vývojové vady soustvy nervové a smyslových orgánů,18,7,3,4,1,-,2,-,1,-,-,-,-,-,-,-,,,,,,,
754,Vrozená vývojová vada ústrojí cevního,157,128,11,3,3,1,8,2,1,-,-,-,-,-,-,-,,,,,,,
755,Rozstěp patra a rtu,6,5,-,1,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
756,Vrozená vývojová vady ústrojí trávicího,47,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
757,Vrozená vývojová vada ústrojí močového a pohlavního,11,10,-,-,-,-,1,-,-,-,-,-,-,-,-,-,,,,,,,
758,Vrozená vývojová vada kostí a kloubů,11,10,-,-,-,-,-,-,1,-,-,-,-,-,-,-,,,,,,,
759,"Jiné a blíže neurčené vrozené vady vývojové, nejsou-li zařazeny jinde",16,12,2,-,1,-,1,-,-,-,-,-,-,-,-,-,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
XV,Zvláštní nemoci raného věku,597,597,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
760,Poranění nitrolební  a míšní při porodu,156,156,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
761,Jiná poranění při porodu,28,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
762,Asfyxie a bezvzdušnost plic novorozenců,203,203,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
763,Zánět plic novorozenců,107,107,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
764,Průjem novorozenců,36,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
765,Zánět oka novorozenců,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
766,Puchýřina novorozenců,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
767,Pupečníková sepse,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
768,Jiné sepse novorozenců,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
769,Poruchy u novorozenců vznikající z mateřské toxaemie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
770,Haemolytická nemoc novorozenců,16,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
771,Krvácivost novorozenců,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
772,poruchy výživy,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
773,Blíže neurčené nemoci novorozenců,17,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
774,Nedonošenost se zmínkou o kterémkoli jiném následném stavu,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
775,Nedonošenost jakožto následek jiné příčiny,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
776,Nedonošenost blíže neurčená,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
XVI,"Chorobné příznaky,stařecká sešlost a nedefinovatelné stavy",1 856,5,1,-,-,-,-,2,4,5,22,38,193,826,760,-,,,,,,,
780,Chorobné příznaky soustavy nervové a čidel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
781,Jiné chorobné příznaky soustavy nervové a čidel,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,,,,,,,
782,Chorobné příznaky ústrojí cevního,237,-,1,-,-,-,-,-,3,5,17,24,64,83,40,-,,,,,,,
783,Chorobné příznaky ústrojí dýchacího,4,-,-,-,-,-,-,-,-,-,1,-,1,2,-,-,,,,,,,
784,Chorobné příznaky horní části ústrojí trávicího,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,,,,,,,
785,Chorobné příznaky břicha a dolní části ústrojí trávicího,5,-,-,-,-,-,-,1,-,-,1,-,1,2,-,-,,,,,,,
786,Chorobné příznaky ústrojí pohlavního a močového,3,-,-,-,-,-,-,-,-,-,1,-,2,-,-,-,,,,,,,
787,Chorobné příznaky končetin a zad,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,,,,,,,
788,Jiné celkové chorobné příznaky,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,,,,,,,
789,Pathologický obsah v moči,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
790,"Nervosita a asthenie, deprese",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
791,Bolest hlavy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
792,Uraemie blíže neurčená,7,1,-,-,-,-,-,-,-,-,1,1,-,3,1,-,,,,,,,
793,Pozorování bez potřeby další lékařské péče,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,,,,,,,
794,Stařecká sešlost bez zmínky o psychose,1 584,-,-,-,-,-,-,-,-,-,-,10,122,734,718,-,,,,,,,
795,Nepřesné nebo neznámé příčiny nemocí a úmrtí,11,4,-,-,-,-,-,1,-,-,-,2,2,1,1,-,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
NXVII,Úrazy a otravy podle druhu poranění,2 142,89,48,14,20,11,73,111,113,129,274,260,360,472,168,-,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,"Zlomeniny lebky, páteře a kostí trupu",302,4,5,2,5,1,25,23,24,29,51,36,51,39,7,-,,,,,,,
N 800,Zlomenina klenby lebeční,25,1,-,-,1,-,3,3,2,2,2,5,2,4,-,-,,,,,,,
N 801,Zlomenina spodiny lebeční,79,1,3,-,-,-,11,10,7,6,10,10,15,6,-,-,,,,,,,
N 802,Zlomenina obličejových kostí,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,,,,,,,
N 803,Jiná nebo neurčená zlomenina lebky,29,2,1,2,1,-,5,2,2,3,2,1,5,3,-,-,,,,,,,
N 804,Zlomenmina lebky nebo kostí obliče- jových sdružená se zlomeninou jiných kostí,34,-,-,-,-,-,2,4,3,5,11,2,4,2,1,-,,,,,,,
N 805,Zlomenina a zlomeninové dislokace páteře bez zmínky o poranění míchy,28,-,-,-,-,-,-,-,2,4,5,6,8,3,-,-,,,,,,,
N 806,Zlomenina a zlomeninové dislokace páteře a poranění míchy,22,-,1,-,1,-,1,2,2,3,6,3,1,2,-,-,,,,,,,
N 807,Zlomeniny žebra (žeber) a hrudní kosti,40,-,-,-,1,1,1,1,1,2,7,6,8,9,3,-,,,,,,,
N 808,Zlomenina pánve,33,-,-,-,1,-,1,1,2,4,4,2,7,8,3,-,,,,,,,
N 809,Mnohočetné a blíže neoznačené zlomeniny kostí trupu,11,-,-,-,-,-,1,-,3,-,4,1,1,1,-,-,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,Zlomeniny hrudní končetiny,29,-,-,1,-,-,-,1,1,-,-,2,8,9,7,-,,,,,,,
N 810,Zlomenina kosti klíční,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 812,Zlomenina kosti pažní,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 813,Zlomenina kosti vřetenní a kosti loketní,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 814,Zlomenina kosti zápěstí,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 815,Zlomenina kosti pěstní,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 816,Zlomenina jednoho nebo několika prstních článků ruky,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 817,Jiné mnohočetné nebo blíže neurčené zlomeniny ruky,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 818,Jiné mnohonásobné a špatně určitelné zlomeniny hrudní končetiny,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 819,Mnohočetné zlomeniny postihující obě hrudní končetiny a hrudní končetinu se žebrem (žebry) a kostí hrudní,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,Zlomeniny pánevní končetiny,527,-,-,-,-,-,-,-,1,2,5,24,106,271,118,-,,,,,,,
N 820,Zlomenina krčku kosti stehenní,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 821,Zlomenina jiné nebo neoznačené části kosti stehenní,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 822,Zlomenina čéšky,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 823,Zlomenina kosti holenní a kosti lýtkové,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 824,Zlomenina kotníku,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 825,Zlomenina jedné nebo několika kostí zánártních nebo nártních,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 826,Zlomenina jednoho nebo několika článků prstu nohy ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 827 ,"Jiné, mnohočetné nebo blíže neurčené zlomeniny pánevní končetiny",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 828,"Mnohočetné zlomeniny obou pánevních končetin, pánevní a hrudní končetiny, pánevní končetiny a žebra (žeber) nebo kosti hrudní",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 829,Zlomenina neurčených kostí,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,
,Vymknutí a podvrtnutí bez zlomeniny,2,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,,,,,,,
N 830,Vymknutí a podvrtnutí čelisti,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 831,Vymknutí a podvrtnutí ramene,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 832,Vymknutí a podvrtnutí lokte,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 833,Vymknutí a podvrtnutí zápěstí,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 834,Vymknutí a podvrtnutí prstů,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 835,Vymknutí a podvrtnutí kyčle,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 836 ,Vymknutí a podvrtnutí kolena,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 837,Vymknutí a podvrtnutí kotníku,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 838 ,Vymknutí a podvrtnutí kloubů nohy,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 839,Jiné mnohočetné nebo blíže neurčené luxace,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,Zhmoždění kloubů a přilehlých svalů,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
N 840,Zhmoždění ramene a horní části paže,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 841,Zhmodžení lokte a předloktí,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 842,Zhmoždění zápěstí a ruky,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 843,Zhmoždění kyčle a stehna,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 844,Zhmoždění kolena a bérce,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 845,Zhmoždění kotníku a nohy,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 846,Zhmoždění krajiny kosti křížové,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 847,zhmoždění jiných nebo neurčených částí beder,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 848,Jiné a blíže neurčené zhmoždění,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,Poranění hlavy (bez lebečních zlomenin),106,-,2,1,1,2,5,11,5,5,13,12,16,28,5,-,,,,,,,
N 850,Krvavé poranění vlasové části hlavy,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,,,,,,,
N 851,Zhmoždění a krevní výron ve vlasové části hlavy,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,,,,,,,
N 852,Otřes mozku,20,-,-,-,1,-,-,1,-,-,1,3,2,10,2,-,,,,,,,
N 853,Poranění a zhmoždění mozku,57,-,-,1,-,2,4,7,4,3,8,7,8,11,2,-,,,,,,,
N 854,"Krvácení subarachnoidální, subdurální a extradurální po poranění (bez poranění mozku)",7,-,1,-,-,-,1,-,-,1,1,-,2,1,-,-,,,,,,,
N 855,Jiné nebo neurčené vnitrolební krvácení po poranění (bez poranění mozku),12,-,1,-,-,-,-,2,1,1,-,1,1,4,1,-,,,,,,,
N 856,Poranění hlavy jiného nebo neurčeného druhu,8,-,-,-,-,-,-,-,-,-,3,1,2,2,-,-,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,"Vnitřní poranění hrudníku, břicha a pánve",81,-,1,2,2,3,7,15,14,6,7,9,4,10,1,-,,,,,,,
N 860,Úrazový pneumothorax a haemothorax,5,-,-,-,-,-,-,2,1,-,1,-,-,1,-,-,,,,,,,
N 861,Poranění srdce a plic,17,-,-,-,-,-,2,8,-,1,1,5,-,-,-,-,,,,,,,
N 862,Poranění jiných nebo neurčených hrudních orgánů,11,-,-,-,-,-,-,-,3,3,1,2,-,1,1,-,,,,,,,
N 863,Poranění trávicího ústrojí,2,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,,,,,,,
N 864,Poranění jater,6,-,-,-,-,2,-,1,1,-,1,-,1,-,-,-,,,,,,,
N 865,Poranění sleziny,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,,,,,,,
N 866,Poranění ledvin,2,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,,,,,,,
N 867,Poranění orgánů pánevních,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
N 868,Poranění jiných nebo neurčených břišních orgánů,10,-,-,1,1,-,1,-,1,1,1,-,-,4,-,-,,,,,,,
N 869,Vnitřní poranění neurčená nebo postihující současně hrudní a břišní orgány,26,-,-,-,1,1,4,4,5,1,2,2,3,3,-,-,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,"Rozdrcení a krvavé zranění obličeje, šíje a trupu",21,-,-,-,-,-,-,2,1,2,6,4,4,2,-,-,,,,,,,
N 871,Enukleace oka,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 872,Krvavé zranění ucha,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 873,Jiné nebo neurčené krvavé zranění obličeje,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 874,Krvavé zranění šíje,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 875,Krvavé zranění hrudníku,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 876,Krvavé zranění beder,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 877,Krvavé zranění krajiny křížové,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 878,"Krvavé zranění pohlavních orgánů, rovněž traumatická amputace",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 879,"Mnohonásobná nebo neurčená krvavá zranění v obličeji, šíje a trupu",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,Rozdrcení a krvavé zranění hrudní končetiny,12,-,-,-,-,-,-,1,-,1,3,3,2,2,-,-,,,,,,,
N 880,Krvavé zranění ramene a horní části paže,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 881,"Krvavé zranění lokte, předloktí a zápěstí, nepostihující šlachy",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 882,"Krvavé zranění zápěstí, postihující šlachy",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 883,"Krvavé zranění ruky, kromě prstů",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 884,Krvavé zranění prstů,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 885,Mnohočetná nebo neurčená krvavá zranění hrudní končetiny,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 886,Traumatická amputace palce ruky,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 887,Traumatická amputace jiného prstu ruky,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
N 888,Traumatická amputace ruky a paže,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,Rozdrcení a krvavé zranění pánevní končetiny,3,-,-,-,-,-,-,-,-,1,1,-,-,1,-,-,,,,,,,
